phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,all_paired_hq,1781895600.0,120.94,1.62,1.6251638229003238
validation,all_paired_hq,1781899200.0,123.98,1.64,1.6437613549231884
validation,all_paired_hq,1781902800.0,127.04000000000002,1.66,1.6623154844940777
validation,all_paired_hq,1781906400.0,128.59,1.67,1.671652104756892
validation,all_paired_hq,1781910000.0,123.98,1.64,1.6437613549231884
validation,all_paired_hq,1781913600.0,117.94,1.6,1.6066445694361902
validation,all_paired_hq,1781917200.0,107.63,1.53,1.541656933670269
validation,all_paired_hq,1781920800.0,97.69,1.46,1.476833030663004
validation,all_paired_hq,1781924400.0,88.11,1.39,1.412057682367772
validation,all_paired_hq,1781928000.0,78.91,1.32,1.347406708092357
validation,all_paired_hq,1781931600.0,72.57,1.27,1.3012575860611462
validation,all_paired_hq,1781935200.0,65.23,1.21,1.2459647129965845
validation,all_paired_hq,1781938800.0,59.34,1.16,1.1999481798240663
validation,all_paired_hq,1781942400.0,54.78,1.12,1.1631779248066574
validation,all_paired_hq,1781946000.0,52.55,1.1,1.144794520808189
validation,all_paired_hq,1781949600.0,51.45,1.09,1.1356228047087045
validation,all_paired_hq,1781953200.0,57.04,1.14,1.1815346172609535
validation,all_paired_hq,1781956800.0,66.43,1.22,1.25515252930755
validation,all_paired_hq,1781960400.0,75.08,1.29,1.3196956956795258
validation,all_paired_hq,1781964000.0,78.91,1.32,1.347406708092357
validation,all_paired_hq,1781967600.0,77.63,1.31,1.338200827040472
validation,all_paired_hq,1781971200.0,76.35,1.3,1.3289399055411857
validation,all_paired_hq,1781974800.0,71.33,1.26,1.2920637721284263
validation,all_paired_hq,1781978400.0,67.64,1.23,1.2643563573861594
validation,all_paired_hq,1781982000.0,64.03,1.2,1.236715585737077
validation,all_paired_hq,1781985600.0,60.5,1.17,1.2091369580218423
validation,all_paired_hq,1781989200.0,58.19,1.15,1.1907742895185336
validation,all_paired_hq,1781992800.0,57.04,1.14,1.1815346172609535
validation,all_paired_hq,1781996400.0,55.91,1.13,1.1723898041787593
validation,all_paired_hq,1782000000.0,54.78,1.12,1.1631779248066574
validation,all_paired_hq,1782003600.0,54.78,1.12,1.1631779248066574
validation,all_paired_hq,1782007200.0,53.66,1.11,1.1539795276946667
validation,all_paired_hq,1782010800.0,53.66,1.11,1.1539795276946667
validation,all_paired_hq,1782014400.0,52.55,1.1,1.144794520808189
validation,all_paired_hq,1782018000.0,51.45,1.09,1.1356228047087045
validation,all_paired_hq,1782021600.0,49.27,1.07,1.1172337904199898
validation,all_paired_hq,1782025200.0,48.2,1.06,1.108100591289082
validation,all_paired_hq,1782028800.0,49.27,1.07,1.1172337904199898
validation,all_paired_hq,1782032400.0,59.34,1.16,1.1999481798240663
validation,all_paired_hq,1782036000.0,84.12,1.36,1.384334159215762
validation,all_paired_hq,1782039600.0,112.01,1.56,1.5695289561747159
validation,all_paired_hq,1782043200.0,130.14,1.68,1.6809481275830842
validation,all_paired_hq,1782046800.0,139.58,1.74,1.7367243020446181
validation,all_paired_hq,1782050400.0,141.17,1.75,1.7459827610293095
validation,all_paired_hq,1782054000.0,141.17,1.75,1.7459827610293095
validation,all_paired_hq,1782057600.0,136.4,1.72,1.7180921641942397
validation,all_paired_hq,1782061200.0,130.14,1.68,1.6809481275830842
validation,all_paired_hq,1782064800.0,122.46,1.63,1.6344834518275873
validation,all_paired_hq,1782068400.0,112.01,1.56,1.5695289561747159
validation,all_paired_hq,1782072000.0,101.91,1.49,1.5046320556685
validation,all_paired_hq,1782075600.0,92.17,1.42,1.4398054877679822
validation,all_paired_hq,1782079200.0,82.81,1.35,1.3751288761584652
validation,all_paired_hq,1782082800.0,76.35,1.3,1.3289399055411857
validation,all_paired_hq,1782086400.0,70.09,1.25,1.2828119947280203
validation,all_paired_hq,1782090000.0,65.23,1.21,1.2459647129965845
validation,all_paired_hq,1782093600.0,61.67,1.18,1.2183406560478114
validation,all_paired_hq,1782097200.0,60.5,1.17,1.2091369580218423
validation,all_paired_hq,1782100800.0,59.34,1.16,1.1999481798240663
validation,all_paired_hq,1782104400.0,59.34,1.16,1.1999481798240663
validation,all_paired_hq,1782108000.0,60.5,1.17,1.2091369580218423
validation,all_paired_hq,1782111600.0,65.23,1.21,1.2459647129965845
validation,all_paired_hq,1782115200.0,72.57,1.27,1.3012575860611462
validation,all_paired_hq,1782118800.0,82.81,1.35,1.3751288761584652
validation,all_paired_hq,1782122400.0,90.81,1.41,1.4305608161602217
validation,all_paired_hq,1782126000.0,97.69,1.46,1.476833030663004
validation,all_paired_hq,1782129600.0,103.33,1.5,1.5138921723243408
validation,all_paired_hq,1782133200.0,106.19,1.52,1.532404401168836
validation,all_paired_hq,1782136800.0,109.08,1.54,1.5509286106003313
validation,all_paired_hq,1782140400.0,110.54,1.55,1.5602193211729987
validation,all_paired_hq,1782144000.0,113.48,1.57,1.578794525953798
validation,all_paired_hq,1782147600.0,116.44,1.59,1.5973211525963484
validation,all_paired_hq,1782151200.0,119.44,1.61,1.6159252163077202
validation,all_paired_hq,1782154800.0,123.98,1.64,1.6437613549231884
validation,all_paired_hq,1782158400.0,127.04000000000002,1.66,1.6623154844940777
validation,all_paired_hq,1782162000.0,130.14,1.68,1.6809481275830842
validation,all_paired_hq,1782165600.0,131.69,1.69,1.6902042099126349
validation,all_paired_hq,1782169200.0,136.4,1.72,1.7180921641942397
validation,all_paired_hq,1782172800.0,141.17,1.75,1.7459827610293095
validation,all_paired_hq,1782176400.0,146.01,1.78,1.7739365510292746
validation,all_paired_hq,1782180000.0,150.9,1.81,1.8018409382594351
validation,all_paired_hq,1782183600.0,159.19,1.86,1.8484118632375204
validation,all_paired_hq,1782187200.0,167.65,1.91,1.8950423092740274
validation,all_paired_hq,1782190800.0,174.53,1.95,1.93233958787755
validation,all_paired_hq,1782194400.0,185.05,2.01,1.9883583277036907
validation,all_paired_hq,1782198000.0,197.6,2.08,2.0537024007508364
validation,all_paired_hq,1782201600.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1782205200.0,231.29,2.26,2.2220995888658046
validation,all_paired_hq,1782208800.0,246.89,2.34,2.297036609345995
validation,all_paired_hq,1782212400.0,254.83,2.38,2.33451825435322
validation,all_paired_hq,1782216000.0,260.85,2.41,2.3626555138237557
validation,all_paired_hq,1782219600.0,273.04,2.47,2.418922578998203
validation,all_paired_hq,1782223200.0,293.83,2.57,2.5128351543646184
validation,all_paired_hq,1782226800.0,317.34,2.68,2.616185785668629
validation,all_paired_hq,1782230400.0,337.08,2.77,2.700840767724486
validation,all_paired_hq,1782234000.0,348.24,2.82,2.7479063148585188
validation,all_paired_hq,1782237600.0,352.74,2.84,2.766729636119028
validation,all_paired_hq,1782241200.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1782244800.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1782248400.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1782252000.0,359.54,2.87,2.795009916756053
validation,all_paired_hq,1782255600.0,377.89,2.95,2.8703770062438867
validation,all_paired_hq,1782259200.0,413.47,3.09,3.0128459527102858
validation,all_paired_hq,1782262800.0,446.67,3.21,3.141833738991718
validation,all_paired_hq,1782266400.0,466.48,3.28,3.2171466103888346
validation,all_paired_hq,1782270000.0,475.07,3.31,3.249443119043577
validation,all_paired_hq,1782273600.0,477.95,3.32,3.2602239248824088
validation,all_paired_hq,1782277200.0,480.83,3.33,3.270981271730749
validation,all_paired_hq,1782280800.0,486.62,3.35,3.2925378022914975
validation,all_paired_hq,1782284400.0,495.35,3.38,3.3248656832998114
validation,all_paired_hq,1782288000.0,498.27,3.39,3.3356326075255027
validation,all_paired_hq,1782291600.0,501.2,3.4,3.3464135016670356
validation,all_paired_hq,1782295200.0,498.27,3.39,3.3356326075255027
validation,all_paired_hq,1782298800.0,498.27,3.39,3.3356326075255027
validation,all_paired_hq,1782302400.0,495.35,3.38,3.3248656832998114
validation,all_paired_hq,1782306000.0,489.52,3.36,3.3032998122910753
validation,all_paired_hq,1782309600.0,477.95,3.32,3.2602239248824088
validation,all_paired_hq,1782313200.0,452.3,3.23,3.1633583293673277
validation,all_paired_hq,1782316800.0,421.68,3.12,3.045081347024892
validation,all_paired_hq,1782320400.0,396.58,3.03,2.9457922955678977
validation,all_paired_hq,1782324000.0,380.2,2.96,2.8797698659941404
validation,all_paired_hq,1782327600.0,370.97,2.92,2.842114027308406
validation,all_paired_hq,1782331200.0,366.38,2.9,2.823262145422379
validation,all_paired_hq,1782334800.0,361.81,2.88,2.8044073916708316
validation,all_paired_hq,1782338400.0,359.54,2.87,2.795009916756053
validation,all_paired_hq,1782342000.0,357.27,2.86,2.785590968142549
validation,all_paired_hq,1782345600.0,359.54,2.87,2.795009916756053
validation,all_paired_hq,1782349200.0,368.67,2.91,2.83267815663786
validation,all_paired_hq,1782352800.0,382.53,2.97,2.8892231730020153
validation,all_paired_hq,1782356400.0,398.94,3.04,2.955222722622849
validation,all_paired_hq,1782360000.0,421.68,3.12,3.045081347024892
validation,all_paired_hq,1782363600.0,441.07,3.19,3.1203263263165275
validation,all_paired_hq,1782367200.0,452.3,3.23,3.1633583293673277
validation,all_paired_hq,1782370800.0,457.95,3.25,3.1848622268594746
validation,all_paired_hq,1782374400.0,463.63,3.27,3.206383843985545
validation,all_paired_hq,1782378000.0,463.63,3.27,3.206383843985545
validation,all_paired_hq,1782381600.0,463.63,3.27,3.206383843985545
validation,all_paired_hq,1782385200.0,463.63,3.27,3.206383843985545
validation,all_paired_hq,1782388800.0,460.79,3.26,3.1956350235452606
validation,all_paired_hq,1782392400.0,452.3,3.23,3.1633583293673277
validation,all_paired_hq,1782396000.0,427.19,3.14,3.0665884147718665
validation,all_paired_hq,1782399600.0,394.22,3.02,2.9363415589430972
validation,all_paired_hq,1782403200.0,373.27,2.93,2.851528772546477
validation,all_paired_hq,1782406800.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1782410400.0,343.76,2.8,2.729079101011979
validation,all_paired_hq,1782414000.0,339.3,2.78,2.710247621218386
validation,all_paired_hq,1782417600.0,337.08,2.77,2.700840767724486
validation,all_paired_hq,1782421200.0,334.87,2.76,2.691454015543856
validation,all_paired_hq,1782424800.0,334.87,2.76,2.691454015543856
validation,all_paired_hq,1782428400.0,332.66,2.75,2.6820448415260967
validation,all_paired_hq,1782432000.0,330.45,2.74,2.6726130426174284
validation,all_paired_hq,1782435600.0,330.45,2.74,2.6726130426174284
validation,all_paired_hq,1782439200.0,332.66,2.75,2.6820448415260967
validation,all_paired_hq,1782442800.0,339.3,2.78,2.710247621218386
validation,all_paired_hq,1782446400.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1782450000.0,373.27,2.93,2.851528772546477
validation,all_paired_hq,1782453600.0,384.86,2.98,2.8986556870076736
validation,all_paired_hq,1782457200.0,391.87,3.01,2.9269105227154766
validation,all_paired_hq,1782460800.0,396.58,3.03,2.9457922955678977
validation,all_paired_hq,1782464400.0,394.22,3.02,2.9363415589430972
validation,all_paired_hq,1782468000.0,382.53,2.97,2.8892231730020153
validation,all_paired_hq,1782471600.0,364.09,2.89,2.8138248340554664
validation,all_paired_hq,1782475200.0,346.0,2.81,2.7385037238173138
validation,all_paired_hq,1782478800.0,330.45,2.74,2.6726130426174284
validation,all_paired_hq,1782482400.0,321.69,2.7,2.6350006094487335
validation,all_paired_hq,1782486000.0,317.34,2.68,2.616185785668629
validation,all_paired_hq,1782489600.0,313.02,2.66,2.5974082173926023
validation,all_paired_hq,1782493200.0,304.43,2.62,2.5597896018742112
validation,all_paired_hq,1782496800.0,293.83,2.57,2.5128351543646184
validation,all_paired_hq,1782500400.0,283.36,2.52,2.4658514568540757
validation,all_paired_hq,1782504000.0,275.1,2.48,2.4283406976807944
validation,all_paired_hq,1782507600.0,268.96,2.45,2.400193035601307
validation,all_paired_hq,1782511200.0,264.89,2.43,2.3814067800885454
validation,all_paired_hq,1782514800.0,260.85,2.41,2.3626555138237557
validation,all_paired_hq,1782518400.0,260.85,2.41,2.3626555138237557
validation,all_paired_hq,1782522000.0,258.84,2.4,2.3532872114372783
validation,all_paired_hq,1782525600.0,256.83,2.39,2.343892572531983
validation,all_paired_hq,1782529200.0,250.85000000000002,2.36,2.3157838376198865
validation,all_paired_hq,1782532800.0,240.99,2.31,2.2689021753459926
validation,all_paired_hq,1782536400.0,231.29,2.26,2.2220995888658046
validation,all_paired_hq,1782540000.0,221.73,2.21,2.1752728728097366
validation,all_paired_hq,1782543600.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1782547200.0,210.47,2.15,2.119172070485655
validation,all_paired_hq,1782550800.0,208.61,2.14,2.1098016312787533
validation,all_paired_hq,1782554400.0,206.76,2.13,2.100451562376543
validation,all_paired_hq,1782558000.0,206.76,2.13,2.100451562376543
validation,all_paired_hq,1782561600.0,206.76,2.13,2.100451562376543
validation,all_paired_hq,1782565200.0,208.61,2.14,2.1098016312787533
validation,all_paired_hq,1782568800.0,208.61,2.14,2.1098016312787533
validation,all_paired_hq,1782572400.0,210.47,2.15,2.119172070485655
validation,all_paired_hq,1782576000.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1782579600.0,216.07,2.18,2.1472051168638098
validation,all_paired_hq,1782583200.0,216.07,2.18,2.1472051168638098
validation,all_paired_hq,1782586800.0,212.33,2.16,2.1285126205323723
validation,all_paired_hq,1782590400.0,201.25,2.1,2.0724225796342344
validation,all_paired_hq,1782594000.0,185.05,2.01,1.9883583277036907
validation,all_paired_hq,1782597600.0,167.65,1.91,1.8950423092740274
validation,all_paired_hq,1782601200.0,152.55,1.82,1.811182473590104
validation,all_paired_hq,1782604800.0,136.4,1.72,1.7180921641942397
